key,ios,iops,median
1,8247089,137451.45120176574,7278
2,15962508,266041.7570652944,3791
4,31991417,533190.0367151684,1823
8,36327961,605465.0900225285,1036
16,37211553,620191.8129640494,1049
32,37288845,621478.4678689182,1044
64,37040793,617344.3114580812,1065
128,37094653,618240.4627105771,1076
