key,ios,iops,median
1,5109500,510949.4757875436,7717
2,6041254,604124.4095001774,6859
4,8356046,835603.4427335829,1070
8,8362912,836288.808315265,1067
16,8361583,836154.2027060335,1069
32,8360981,836089.7430732507,1064
64,8365319,836515.6861400268,1069
128,8359830,835950.5026203878,1069
256,8361971,836132.7749395894,1060
512,8368305,836693.8870732338,1068
