key,ios,iops,median
1,5110809,511080.4134433657,7727
2,6650391,665038.2055820042,6825
4,9486215,948620.0632700826,1126
8,10106886,1010685.9914973701,1066
16,10193175,1019312.1485838145,1068
32,10199838,1019973.501857966,1070
64,10206442,1020623.9211428147,1062
128,10216318,1021592.1499401655,1055
256,10221895,1022110.4283452359,1060
512,10194936,1019336.7329127609,1058
