key,ios,iops,median
1,4593950,459394.54477669345,8682
2,5847482,584747.5264088889,7105
4,8367030,836701.8515474489,1069
8,8368019,836799.5124230769,1071
16,8371370,837132.8936126006,1075
32,8340874,834079.2747778364,1073
64,8368309,836814.6933395916,1071
128,8374553,837423.0017711283,1060
256,8371952,837124.6011379153,1056
512,8380706,837942.0264038693,1055
