key,ios,iops,median
1,5103925,510392.00674770813,7725
2,6484856,648439.8632249282,6860
4,8359687,835967.1647996096,1067
8,8362383,836233.652249885,1071
16,8356960,835691.8523248739,1069
32,8355904,835582.1287753334,1074
64,8362536,836237.1787510847,1067
128,8366044,836571.8573549618,1069
256,8369056,836841.1441293982,1063
512,8365951,836458.5465159996,1062
