key,ios,iops,median
1,1333147,133314.55799333283,7482
2,2474783,247478.0751981354,8153
4,4583846,458384.0257764645,8693
8,4555292,455528.45902585366,17514
16,4557626,455761.3023314388,35157
32,4704305,470419.339004578,43605
64,4984738,498296.28749570495,41511
