key,ios,iops,median
1,1377720,137771.8539618348,7265
2,2612050,261204.6655409362,7706
4,5100127,510012.0799472022,7731
8,5056458,505645.0687510152,15575
16,5053332,505331.8186482586,31268
32,5099840,509970.04482849396,39107
64,5229246,522787.72796384717,39105
