key,ios,iops,median
8,16384,136737.14595104614,7043
16,32768,138325.56225125497,7004
32,65536,137828.20237346116,7013
64,131072,137094.90927455627,7063
128,262144,134978.8858741533,7173
256,524288,134381.7206231056,7184
512,1048576,134225.0462444153,7193
1024,2097152,134280.28492242526,7184
2048,4194304,134277.63970359816,7184
