key,ios,iops,median
8,16384,136701.62946962903,7073
16,32768,136864.91149780774,7073
32,65536,137157.57497173248,7064
64,131072,137196.17808894362,7064
128,262144,137205.67606104663,7063
256,524288,137150.81739092644,7064
512,1048576,135716.49029045878,7124
1024,2097152,135796.46056099088,7123
2048,4194304,135724.51797437953,7123
