key,ios,iops,median
1,1385374,138537.2676414945,7220
2,2662494,266249.1661555413,7368
4,5092982,509297.04097552714,7710
8,5090942,509092.9201149689,15515
16,5080343,508032.8889439726,31121
32,5110439,511031.99679075833,38920
64,5203509,520125.55193413905,38919
