key,ios,iops,median
1,2763235,138161.7003032364,7239
2,5287561,264377.9295097586,3806
4,10632386,531619.0483049616,1851
8,15985022,799250.7224739213,1082
16,17746551,887326.6996304573,1086
32,17729563,886476.460641809,1088
64,17869062,893449.6767922359,1079
