key,ios,iops,median
1,2669866,133493.2444200877,7462
2,5014514,250725.58558137904,4021
4,9653875,482693.4906005181,1909
8,15699619,784980.5089194521,1075
16,17845448,892271.5585879203,1080
32,17833569,891598.0376645811,1079
64,17688862,884439.7086601591,1086
