key,ios,iops,median
8,65536,138197.9547622103,7093
16,131072,138151.2492360335,7093
32,262144,138300.59546318915,7093
64,524288,138222.69467115807,7093
128,1048576,137990.6123927393,7093
256,2097152,138084.983905142,7094
512,4194304,136313.21112144564,7154
1024,8388608,137160.6436965604,7154
