key,ios,iops,median
8,32768,122747.71540085108,8000
16,65536,123421.50893920993,7982
32,131072,123652.19512966955,7982
64,262144,123609.88141062419,7982
128,524288,120846.82012389897,8220
256,1048576,120579.24034073314,8236
512,2097152,119885.5771960111,8273
1024,4194304,119998.23109449602,8275
2048,8388608,119855.8304663595,8276
