key,ios,iops,median
8,32768,122313.75306694233,8020
16,65536,123093.91344906243,8004
32,131072,123453.52355920878,8004
64,262144,122156.3189964403,7997
128,524288,120841.34333229715,8221
256,1048576,120734.58542001684,8224
512,2097152,119868.23140208404,8268
1024,4194304,120036.45612590911,8277
2048,8388608,119791.89165742938,8281
