key,ios,iops,median
1,1338229,133822.8000611329,7445
2,2456189,245618.62773246088,8155
4,4562680,456267.5197018512,8676
8,4563053,456304.3636854663,17470
16,4561388,456137.14613454137,35051
32,4709355,470923.3434840543,43204
64,4908244,490671.0915493228,41459
