key,ios,iops,median
8,262144,137602.78295077602,7093
16,524288,137456.8796544414,7103
32,1048576,137511.06830919874,7103
64,2097152,137414.40293150573,7103
128,4194304,136327.57449791435,7153
256,8388608,135873.27027675218,7154
512,16777216,135795.06181423512,7154
1024,33554432,136108.51583497215,7154
