key,ios,iops,median
1,2765828,138291.31724647578,7224
2,5407322,270365.9388619005,3794
4,10740511,537025.3387073805,1826
8,16107440,805371.5613946477,1063
16,17862210,893109.6472589088,1081
32,17846497,892323.1423612024,1082
64,17817303,890861.7401376035,1090
