key,ios,iops,median
1,4159803,138660.04542340612,7174
2,7948874,264962.3543376825,7585
4,15642759,521425.1219160263,7614
8,16555580,551852.3024971535,14507
16,16410674,547022.0382761285,29255
32,16354564,545151.2502372112,58720
64,16333983,544464.1636069026,117661
