key,ios,iops,median
1,1356887,135688.56195045708,7303
2,2648868,264886.4600635105,7564
4,5087623,508761.72376666265,7755
8,5501080,550107.1728729381,14558
16,5458682,545866.822213182,29345
32,5377801,537777.3252357465,59633
64,5378366,537831.1954874464,119555
