key,ios,iops,median
1,5102919,510291.3559052849,7754
2,6891905,689189.7244197323,5951
4,7522482,752246.0474028913,781
8,7616528,761651.2190349489,741
16,7616189,761605.6517042064,712
32,7614003,761381.5723886094,691
64,7614331,761421.6761827355,652
128,7607971,760752.0243055511,651
256,7617046,761618.5656545663,651
512,7615573,761412.7112371793,651
