key,ios,iops,median
1,5095191,509518.50678340264,7755
2,6828007,682799.9441007152,6001
4,7176371,717634.7451263736,742
8,7176203,717618.7375779715,731
16,7176023,717595.5918419943,721
32,7176548,717639.2442894314,691
64,7176789,717659.559835817,652
128,7175999,717555.5057523497,661
256,7177306,717657.9800665625,661
512,7175807,717444.7584416481,661
