key,ios,iops,median
1,5082910,508290.38837754924,7774
2,6898680,689867.2078424734,5931
4,7176171,717616.1656986937,751
8,7183155,718309.313368321,741
16,7183949,718384.6236742871,721
32,7181536,718135.4385076533,691
64,7183588,718335.1474644307,652
128,7178504,717804.477414817,652
256,7182704,718205.1878979321,661
512,7184220,718275.3521536549,661
