latency,cdf
0.4400,1.2504242064120252e-07
0.4410,7.502545238472152e-07
0.4500,8.752969444884177e-07
0.4510,1.875636309618038e-06
0.4610,5.001696825648101e-06
0.4700,5.626908928854114e-06
0.4710,8.87801186552538e-06
0.4800,9.128096706807785e-06
0.4910,1.675568436592114e-05
0.5000,1.7005769207203545e-05
0.5010,1.9131490358103986e-05
0.5110,2.138225392964563e-05
0.5210,2.425822960439329e-05
0.5310,2.575873865208772e-05
0.5510,2.7009162858499745e-05
0.5610,2.713420527914095e-05
0.5710,2.7759417382346963e-05
0.5810,2.8384629485552976e-05
0.6110,3.013522337452981e-05
0.6220,3.113556273965943e-05
0.6410,3.176077484286544e-05
0.6510,3.188581726350664e-05
0.6520,3.2010859684147844e-05
0.6610,3.226094452543025e-05
0.6710,3.263607178735386e-05
0.6720,3.301119904927747e-05
0.6820,3.338632631120108e-05
0.7110,3.413658083504829e-05
0.7120,3.4386665676330694e-05
0.7310,3.4886835358895505e-05
0.7420,3.576213230338392e-05
0.7610,3.601221714466633e-05
0.7620,3.613725956530753e-05
0.7710,3.663742924787234e-05
0.7720,3.6762471668513543e-05
0.7820,3.7137598930437154e-05
0.7920,3.7262641351078355e-05
0.8110,3.7762811033643167e-05
0.8120,3.801289587492557e-05
0.8210,3.813793829556677e-05
0.8310,3.913827766069639e-05
0.8320,3.9263320081337594e-05
0.8420,3.988853218454361e-05
0.8520,4.013861702582601e-05
0.8610,4.038870186710842e-05
0.8710,4.101391397031443e-05
0.8720,4.1263998811596834e-05
0.8810,4.1389041232238035e-05
0.8820,4.1889210914802847e-05
0.8920,4.213929575608525e-05
0.9020,4.251442301800886e-05
0.9110,4.276450785929126e-05
0.9210,4.3389719962497274e-05
0.9220,4.351476238313848e-05
0.9420,4.4139974486344495e-05
0.9810,4.6140653216603735e-05
0.9820,4.764116226429816e-05
0.9910,4.789124710558057e-05
1.0020,4.851645920878658e-05
1.0120,4.989192583583981e-05
1.0420,5.214268940738145e-05
1.0510,5.2267731828022654e-05
1.0520,5.339311361379348e-05
1.0620,5.4768580240846705e-05
1.0720,5.601900444725873e-05
1.0820,5.739447107431196e-05
1.0830,5.7519513494953165e-05
1.1020,6.0020361907777216e-05
1.1130,6.152087095547164e-05
1.1320,6.43968466302193e-05
1.1520,6.902341619394379e-05
1.1620,7.027384040035582e-05
1.1820,7.402511301959189e-05
1.1830,7.44002402815155e-05
1.2030,8.015219163101082e-05
1.2120,8.227791278191127e-05
1.2130,8.277808246447607e-05
1.2220,8.41535490915293e-05
1.2230,8.515388845665893e-05
1.2320,8.727960960755937e-05
1.2330,8.790482171076538e-05
1.2430,9.190617917128386e-05
1.2630,9.690787599693196e-05
1.2720,9.765813052077917e-05
1.2730,9.865846988590879e-05
1.2820,0.00010078419103680923
1.2830,0.00010215965766386246
1.3020,0.00010616101512438094
1.3030,0.00010753648175143418
1.3120,0.0001090369907991286
1.3230,0.00011266322099772347
1.3320,0.00011403868762477671
1.3330,0.00011541415425182993
1.3620,0.00012304174191094327
1.3830,0.0001332952204035219
1.3920,0.00013492077187185752
1.4030,0.00013979742627686444
1.4130,0.00014304852921353568
1.4220,0.0001442989534199477
1.4230,0.00014692484425341297
1.4530,0.00016155480746843367
1.4730,0.00016993264965139423
1.4920,0.00017493434647704233
1.4930,0.00017881066151691962
1.5020,0.00018018612814397285
1.5030,0.00018493774012833853
1.5130,0.00018981439453334543
1.5330,0.00020119325481169487
1.5420,0.00020144333965297728
1.5430,0.00020569478195477816
1.5530,0.00021032135151850264
1.5720,0.00021594826044735676
1.6030,0.0002368303446944376
1.6240,0.00024670869592509256
1.6330,0.00025045996854432864
1.6430,0.0002538361139016411
1.6440,0.00025396115632228235
1.6530,0.000258087556203442
1.6630,0.0002625890833465253
1.6640,0.0002630892530290901
1.6740,0.0002670906104896086
1.6830,0.0002712170103707683
1.6840,0.0002713420527914095
1.7040,0.0002795948525537289
1.7140,0.00028372125243488855
1.7330,0.0002892231189431014
1.7340,0.0002902234583082311
1.7430,0.0002917239673559255
1.7440,0.00029209909461784913
1.7530,0.00029372464608618475
