key,ios,iops,median
8,32768,122026.95001388015,8067
16,65536,122004.42108904055,8094
32,131072,122385.9028680293,8096
64,262144,122369.75725146345,8096
128,524288,122333.71976833598,8098
256,1048576,122304.68581433644,8099
512,2097152,122352.19715880768,8096
1024,4194304,122318.87638847152,8098
2048,8388608,122282.31355196614,8098
