latency,cdf
0.1700,6.061606041917946e-07
0.1800,9.698569667068712e-07
0.2220,2.4246424167671782e-06
0.4370,4.606820591857639e-06
0.4580,4.728052712695998e-06
0.4760,4.8492848335343565e-06
0.5080,5.212981196049433e-06
0.5280,5.334213316887792e-06
0.6950,5.819141800241227e-06
1.4410,7.3951593711398935e-06
1.4640,7.637623612816612e-06
1.7590,1.006226602958379e-05
1.8290,1.0910890875452302e-05
1.8770,1.2001979962997532e-05
1.9080,1.2244444204674249e-05
1.9220,1.2486908446350968e-05
1.9770,1.3456765413057838e-05
1.9880,1.3699229654734557e-05
2.0420,1.442662237976471e-05
2.0630,1.4790318742279787e-05
2.0870,1.5032782983956504e-05
2.1830,1.6245104192340094e-05
2.2040,1.6608800554855172e-05
2.2070,1.6851264796531888e-05
2.2450,1.7457425400723683e-05
2.2600,1.782112176323876e-05
2.2620,1.7942353884077118e-05
2.2750,1.8427282367430556e-05
2.2880,1.879097872994563e-05
2.3130,1.9154675092460707e-05
2.3230,1.9275907213299066e-05
2.4370,2.1579317509227885e-05
2.4760,2.2912870838449834e-05
2.4790,2.3034102959288193e-05
2.4870,2.3640263563479988e-05
2.5160,2.5216281134378652e-05
2.5580,2.9701869605397933e-05
2.5640,3.103542293461988e-05
2.5760,3.3096368988871985e-05
2.5780,3.358129747222542e-05
2.5830,3.5278547163962444e-05
2.5900,3.673333261402275e-05
2.5920,3.7097028976537824e-05
2.6010,3.940043927246664e-05
2.6040,4.000659987665844e-05
2.6300,4.352233138097085e-05
2.6630,4.546204531438459e-05
2.6970,4.69168307644449e-05
2.7060,4.788668773115177e-05
2.7130,4.8129151972828486e-05
2.7330,4.9462705302050435e-05
2.7400,4.994763378540387e-05
2.7660,5.1402419235464175e-05
2.7790,5.212981196049433e-05
2.7980,5.406952589390807e-05
2.8190,5.588800770648346e-05
2.8200,5.600923982732182e-05
2.8410,5.661540043151361e-05
2.8450,5.710032891486705e-05
2.8620,5.831265012325064e-05
2.8800,5.940373921079587e-05
2.8830,5.9646203452472586e-05
2.8880,6.025236405666438e-05
2.8900,6.037359617750274e-05
2.8980,6.0737292540017816e-05
2.9030,6.158591738588633e-05
2.9190,6.267700647343156e-05
2.9590,6.66776664610974e-05
2.9600,6.679889858193575e-05
2.9670,6.788998766948099e-05
2.9720,6.873861251534951e-05
2.9870,7.079955856960161e-05
2.9940,7.140571917379339e-05
2.9980,7.164818341547011e-05
2.9990,7.176941553630847e-05
3.0170,7.467898643642909e-05
3.0300,7.686116461151955e-05
3.0360,7.770978945738806e-05
3.0650,8.328646701595258e-05
3.0660,8.340769913679092e-05
3.0780,8.522618094936632e-05
3.0840,8.607480579523482e-05
3.0900,8.716589488278006e-05
3.0920,8.777205548697186e-05
3.0940,8.813575184948693e-05
3.0960,8.825698397032528e-05
3.0980,8.886314457451708e-05
3.1100,9.153025123296098e-05
3.1200,9.443982213308159e-05
3.1300,9.710692879152549e-05
3.1310,9.783432151655565e-05
3.1400,9.977403544996939e-05
3.1410,0.00010013773181248447
3.1420,0.00010062266029583789
3.1440,0.00010098635665835297
3.1450,0.00010110758877919133
3.1600,0.00010522948088769553
3.1800,0.00011165478329212856
3.2020,0.00011711022872985471
3.2060,0.00011820131781739994
3.2100,0.00011904994266326845
3.2130,0.00012026226387165204
3.2160,0.00012086842447584383
3.2200,0.0001224444420467425
3.2260,0.00012523278082602477
3.2300,0.00012668756627608505
3.2310,0.00012705126263860015
3.2370,0.0001283848159678221
3.2390,0.0001292334408136906
3.2400,0.00012996083353872075
3.2460,0.00013214301171381122
3.2500,0.00013262794019716466
3.2510,0.00013287040443884138
3.2540,0.00013408272564722495
3.2740,0.00014281143834758678
3.2790,0.00014450868803932382
3.2960,0.0001519038474104637
3.3030,0.00015614697163980628
3.3150,0.0001605113279899872
3.3160,0.000161117488594179
3.3230,0.00016523938070268319
3.3360,0.00016972496917370248
3.3400,0.00017214961159046964
3.3510,0.00017518041461142862
3.3580,0.00017918107459909447
3.3720,0.00018657623397023437
3.3780,0.00018948580487035497
3.3810,0.00019154675092460707
3.3820,0.00019227414364963723
3.4000,0.00020051792786664565
3.4010,0.0002014877848333525
3.4040,0.00020306380240425116
3.4080,0.00020500351633766491
3.4140,0.00020609460542521014
3.4200,0.00020900417632533077
3.4250,0.0002109438902587445
3.4340,0.0002142171575213802
3.4370,0.00021555071085060213
3.4410,0.00021821781750904604
3.4420,0.0002183390496298844
3.4470,0.00022076369204665158
3.4480,0.00022088492416748993
3.4610,0.00022403695930928727
3.4690,0.00022682529808856953
3.4730,0.0002284013156594682
3.4750,0.0002286437799011449
3.4840,0.00023155335080126552
3.4870,0.0002327656720096491
3.5010,0.00023822111744737525
3.5080,0.000240160831380789
3.5120,0.0002413731525891726
3.5190,0.00024270670591839454
3.5220,0.0002434340986434247
3.5230,0.00024404025924761649
3.5360,0.00024973816892701935
3.5530,0.00025701209617732087
3.5540,0.00025737579253983596
3.5560,0.0002582244173857045
3.5590,0.0002596792028357648
3.5670,0.0002644072555484608
3.5680,0.00026452848766929913
3.5690,0.0002652558803943293
3.5750,0.00026780175493193486
3.5770,0.0002687716118986417
3.5790,0.00027010516522786365
3.5910,0.0002751969143030747
3.5980,0.0002767729318739734
3.6020,0.0002793188064115789
3.6210,0.000289138608199486
3.6230,0.0002899872330453545
3.6240,0.0002905933936495463
3.6270,0.0002918057148579299
3.6390,0.00029774608877900947
3.6440,0.0003008981239208068
3.6760,0.00031496104993805645
3.6820,0.000319204174167399
3.6920,0.0003233260662759032
3.6930,0.0003241746911217717
3.6960,0.0003253870123301553
3.7030,0.00033047876140536637
3.7090,0.0003327821717012952
3.7100,0.0003336307965471637
3.7190,0.000338116385018183
3.7220,0.0003402985631932735
3.7260,0.00034211704500584884
3.7350,0.0003444204553017777
3.7390,0.00034539031226848456
3.7450,0.0003467238655977065
3.7520,0.00034805741892692844
3.7550,0.0003485423474102819
3.7560,0.0003487848116519586
3.7630,0.00035072452558537233
3.7640,0.000350966989827049
3.7650,0.00035120945406872577
3.7720,0.00035217931103543264
3.7740,0.00035242177527710934
3.7750,0.00035278547163962443
3.7860,0.0003537553286063313
3.8080,0.00035593750678142175
3.8350,0.0003584833813190273
3.8470,0.0003596957025274109
3.8500,0.00035981693464824926
3.8510,0.0003599381667690876
3.8600,0.0003609080237357945
3.8710,0.000361756648581663
3.8850,0.00036321143403172327
3.8860,0.00036333266615256167
3.9260,0.00036490868372346033
3.9460,0.0003655148443276521
3.9610,0.00036599977281100555
4.0110,0.00036806071886525765
4.0190,0.00036830318310693435
4.0360,0.0003689093437111262
4.0620,0.00036975796855699466
4.0770,0.00037036412916118645
4.0970,0.000371212754007055
4.1180,0.0003726675394571153
4.1540,0.0003753346461155592
4.1610,0.0003761832709614277
4.1840,0.00037800175277400306
4.2110,0.0003799414667074168
4.2120,0.00038006269882825516
4.2180,0.00038115378791580044
4.2210,0.0003817599485199922
4.2260,0.00038248734124502235
4.2540,0.0003868516975952033
4.2660,0.0003889126436494554
4.2730,0.00038976126849532387
4.2980,0.00039279207151628285
4.3070,0.00039424685696634316
4.3090,0.0003950954818122117
4.3270,0.00039812628483317067
4.3390,0.00040079339149161455
4.3470,0.000402975569666705
4.3490,0.0004033392660292201
4.3670,0.00040697622965437085
4.3710,0.0004080673187419161
4.3760,0.0004089159435877846
4.3830,0.00041109812176287505
4.3890,0.0004127953714546121
4.3900,0.00041291660357545046
4.3920,0.00041315906781712715
4.4050,0.0004169172635631163
4.4180,0.0004203117629465903
4.4620,0.0004351020816888701
4.4630,0.00043619317077641534
4.4650,0.0004372842598639606
4.4660,0.000437769188347314
4.4710,0.00044031506288491954
4.4770,0.0004437095622683936
4.4790,0.00044419449075174704
4.4860,0.0004484376149810896
4.4870,0.0004488013113436047
4.4880,0.0004490437755852814
4.4920,0.0004509834895186951
4.4960,0.000451953346485402
4.5010,0.0004543779889021692
4.5100,0.00046007589858157205
4.5140,0.0004622580767566625
4.5150,0.0004626217731191776
4.5250,0.00046868337916109554
4.5260,0.0004688046112819339
4.5330,0.0004747449852030135
4.5370,0.0004768059312572656
4.5410,0.0004812915197282849
4.5440,0.00048347369790337533
4.5560,0.0004935359639329591
4.5570,0.0004940208924163126
4.5610,0.0004977790881623017
4.5650,0.0005010523554249374
4.5660,0.0005012948196666141
4.5710,0.0005044468548084114
4.5750,0.0005091749075211075
4.5820,0.0005159639062880555
4.5840,0.0005176611559797925
4.5860,0.0005199645662757213
4.5870,0.0005205707268799132
4.5940,0.0005254200117134476
4.5980,0.0005286932789760832
4.5990,0.0005307542250303353
4.6040,0.0005359672062263848
4.6060,0.0005369370631930916
4.6150,0.0005455445437726151
