latency,cdf
0.1570,7.266916382136611e-07
0.2220,2.422305460712204e-06
0.2450,2.9067665528546445e-06
0.2820,3.6334581910683057e-06
0.3180,3.996804010175136e-06
0.3300,4.117919283210747e-06
0.3400,4.239034556246357e-06
0.3660,4.7234956483887975e-06
0.4410,5.450187286602459e-06
0.7400,6.05576365178051e-06
0.8040,6.17687892481612e-06
1.3270,7.630262201243442e-06
1.4630,7.993608020350273e-06
1.9010,1.1263720392311748e-05
1.9380,1.1627066211418578e-05
1.9540,1.1869296757489798e-05
1.9640,1.199041203052541e-05
1.9700,1.2232642576596629e-05
2.0100,1.283821894177468e-05
2.0960,1.3807141126059562e-05
2.1530,1.4654948037308834e-05
2.2090,1.5744985494629326e-05
2.3020,1.6956138224985428e-05
2.3420,1.7561714590163477e-05
2.3580,1.804617568230592e-05
2.3860,1.865175204748397e-05
2.4000,1.889398259355519e-05
2.4110,1.925732841266202e-05
2.4490,1.949955895873324e-05
2.5510,2.0468481143018122e-05
2.5640,2.1316288054267393e-05
2.5810,2.2042979692481054e-05
2.6000,2.3375247695872767e-05
2.6310,2.7856512798190344e-05
2.6380,2.9431011347653276e-05
2.6400,3.0036587712831328e-05
2.6450,3.197443208140109e-05
2.6610,3.6697927729789886e-05
2.6770,3.996804010175136e-05
2.7050,4.3238152473712836e-05
2.7120,4.372261356585528e-05
2.7130,4.384372883889089e-05
2.7350,4.481265102317577e-05
2.7360,4.493376629621138e-05
2.7730,4.7598302302994805e-05
2.7820,4.844610921424408e-05
2.8210,5.2685143770490435e-05
2.8280,5.3532950681739706e-05
2.8330,5.4138527046917755e-05
2.8590,5.740863941887923e-05
2.8790,6.019429069869827e-05
2.8810,6.0557636517805094e-05
2.8900,6.140544342905437e-05
2.9140,6.491778634708706e-05
2.9160,6.503890162012267e-05
2.9260,6.734009180779927e-05
2.9350,6.915682090333341e-05
2.9480,7.170024163708123e-05
2.9550,7.303250964047295e-05
2.9650,7.545481510118516e-05
2.9780,7.739265946975491e-05
2.9800,7.799823583493296e-05
2.9820,7.884604274618223e-05
2.9830,7.896715801921785e-05
3.0040,8.55073827631408e-05
3.0050,8.587072858224762e-05
3.0190,8.91408409542091e-05
3.0320,9.26531838722418e-05
3.0370,9.398545187563351e-05
3.0390,9.495437405991839e-05
3.0570,9.931452388920036e-05
3.0680,0.00010210017516901939
3.0700,0.00010270575153419744
3.0710,0.00010319021262633988
3.0730,0.00010379578899151793
3.0800,0.00010561251808705209
3.0850,0.00010718701663651502
3.0930,0.000109367091551156
3.1040,0.00011251608865008187
3.1070,0.00011275831919615309
3.1080,0.00011300054974222431
3.1150,0.00011481727883775846
3.1160,0.00011505950938382968
3.1310,0.00012050969667043214
3.1350,0.00012147861885471702
3.1380,0.00012317423267721556
3.1490,0.00012813995887167557
3.1510,0.00012850330469078242
3.1530,0.00012886665050988925
3.1560,0.00012971445742113852
3.1600,0.00013262122397399316
3.1610,0.0001331056850661356
3.1620,0.00013407460725042047
3.1640,0.00013455906834256292
3.1700,0.00013722360434934635
3.1770,0.00013928256399095172
3.1820,0.00014231044581684198
3.1870,0.0001436427138202337
3.1890,0.00014424829018541173
3.1980,0.00014800286364951564
3.2020,0.00015030405383719225
3.2070,0.0001519996676596908
3.2130,0.000154421973120403
3.2350,0.0001638689644171806
3.2380,0.00016580680878575035
3.2390,0.0001662912698778928
3.2550,0.00017307372516788696
3.2620,0.0001759804917207416
3.2650,0.00017791833608931138
3.2850,0.00018470079137930553
3.2880,0.00018518525247144797
3.2890,0.0001853063677444836
3.3020,0.00018809201902430261
3.3170,0.00019233105358054897
3.3180,0.0001924521688535846
3.3270,0.00019548005067947485
3.3330,0.00019693343395590218
3.3440,0.00019984020050875683
3.3550,0.00020250473651554023
3.3650,0.000206622655798751
3.3790,0.00020940830707857002
3.3820,0.00021086169035499736
3.3860,0.00021207284308535345
3.3890,0.0002127995347235671
3.3930,0.00021352622636178076
3.3960,0.0002138895721808876
3.4040,0.00021800749146409836
3.4090,0.0002198242205596325
3.4100,0.0002199453358326681
3.4180,0.00022248875656641592
3.4240,0.000225879984211413
3.4300,0.000228060059126054
3.4310,0.00022842340494516082
3.4330,0.00022902898131033886
3.4360,0.00022987678822158813
3.4410,0.00023326801586658522
3.4490,0.00023569032132729744
3.4520,0.0002365381282385467
3.4610,0.00024198831552514917
3.4710,0.0002469540417196092
3.4940,0.00025833887738495656
3.4950,0.0002587022232040634
3.4970,0.00025991337593441946
3.4980,0.0002605189522995975
3.5070,0.00026524244794798633
3.5130,0.00026851256031994777
3.5150,0.00026936036723119707
3.5170,0.0002706926352345888
3.5240,0.00027529501560994194
3.5250,0.0002755372461560132
3.5310,0.000278080666889761
3.5340,0.00027977628071225956
3.5370,0.0002826830472651142
3.5400,0.0002863165054561825
3.5430,0.0002887388109168947
3.5720,0.00030848060042169915
3.5790,0.0003128407502509811
3.5850,0.00031695866953419187
3.5860,0.0003176853611724055
3.5880,0.00031889651390276164
3.5940,0.0003208343582713314
3.5990,0.000323135548459008
